0,0
0.01,7.02
0.02,13.39
0.03,18.78
0.04,24.9
0.05,30.29
0.06,35.18
0.07,39.59
0.08,44
0.09,48.16
0.1,51.84
0.11,55.51
0.12,58.45
0.13,61.63
0.14,64.08
0.15,66.53
0.16,68.49
0.17,70.69
0.18,72.65
0.19,73.88
0.2,75.1
